CF_15382866.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15382896.txt	Gary R. Knight	Gary R. Knight	Gary R. Knight
CF_15383071.txt	David Hanf	David Hanf	David Hanf
CF_15383077.txt	Sam Hopkins	Sam Hopkins	Sam Hopkins
CF_15383294.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383449.txt	Eric Hoeppner	Eric Hoeppner	Eric Hoeppner
CF_15383491.txt	Shuey	Shuey	Shuey
CF_15383555.txt	David Hanf	David Hanf	David Hanf
CF_15383575.txt	Marisa Tishman	Marisa Tishman	Marisa Tishman
CF_15383619.txt	J.H. Willson	J.H. Willson	J. H. Willson
CF_15383621.txt	Paul O. Schallert	Paul O. Schallert	Paul O. Schallert
CF_15383632.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383765.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383774.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383805.txt	James R. Burkhalter	James R. Burkhalter	James. R. Burkhalter
CF_15383941.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15383955.txt	James R. Burkhalter, Oliver Freeman	James R. Burkhalter and Oliver Freeman	James R. Burkhalter
CF_15383985.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15383988.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15384041.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15384065.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15384099.txt	James R. Burkhalter		James R. Burkhalter
CF_15384189.txt	Erdman West	Erdman West	Erdman West
CF_15384197.txt	A. Cuthbert	A. Cuthbert	A. Cuthbert
CF_15384240.txt	Geo. F. Weber	Geo. F. Weber	Geo. F. Weber
CF_15384337.txt	Geo. F. Weber	Geo. F. Weber	Geo. F. Weber
CF_15384385.txt	West, Williams	West & Williams	West & Williams
CF_15384392.txt	A. S. Rhoads	A. S. Rhoads	A. S. Rhoads
CF_15384420.txt	W. A. Murrill	W. A Murrill	W.A. Murrill
CF_15384486.txt	Pasture Survey	Pasture Survey	L. E. Arnold
CF_15384491.txt	John H. Davis, Jr.	John H. Davis, Jr.	John H. Davis, Jr.
CF_15384504.txt	Arnold, West	Arnold & West	Arnold, West
CF_15384524.txt	S.C. Hood	S. C. Hood	S. C. Hood
CF_15384581.txt	George R. Cooley	George R. Cooley	George R. Cooley
CF_15384592.txt	K. Corbett	Coll. K. Corbett, Det. Erdman West. 	K. Corbett
CF_15384612.txt	R. K. Godfrey	R. K. Godfrey	R. K. Godfrey
CF_15384617.txt	E. P. Killip	E. P. Killip	E. P. Killip
CF_15384652.txt	R. K. Godfrey	R.K. Godfrey	R. K. Godfrey
CF_15384679.txt	D. B. Ward	D. B. Ward with BTY 421, 1961	D. B. Ward
CF_15384728.txt	Chas. Gilly, J.M. Hall	Chas. Gilly & J. M. Hall	Chas. Gilly, J. M. Hal
CF_15384918.txt	W. G. D'Arcy	W.G. D'Arcy	W. G. D'Arcy
CF_15384924.txt	W. G. D'Arcy	W. G. D'Arcy	W.G. D'Arcy
CF_15384963.txt	J. Beckner	J. Beckner	J. Beckner
CF_15385046.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15385080.txt	Janet R. Sullivan, Tom Laue	Janet R. Sullivan and Tom Laue	Janet R. Sullivan and Tom Laue
CF_15385172.txt	George N. Avery	George N. Avery	George N. Avery
CF_15385220.txt	E. West	E. West	E. West
