filename	id_v1	event_date1	id_v2	event_date2	id_v3	event_date3	id_v4	event_date4	id_v5	event_date5	id_v6	event_date6
NY01075790_lg.jpg	104	Marach 16, 1979	105	march 16 1979	107	March 16, 1979	108	MARCH 16 1979	41	March 16, 1979	52	March 16, 1979
NY01075792_lg.jpg	104	May 29, 1976	105	29 may 1976	107	29 May 1976	108	29 MAY 1976	41	29 May 1976	52	29 May 1976
NY01075806_lg.jpg	104	Sept. 4, 1960	105	4 sep 1960	107	4 September 1960	115	September 4, 1960	41	4 Sep 1960	52	4 Sep 1960
NY01075818_lg.jpg	104	Dec. 3, 1994	105	3 december 1994	107	3 December 1994	108	3 DECEMBER 1994	41	3 December 1994	52	3 December 1994
NY01075822_lg.jpg	104	Dec. 1, 1994	105	1 december 1994	107	1 December 1994	110	1 December 1994	41	1 December 1994	52	1 December 1994
NY01075827_lg.jpg	104	Dec. 17, 1988	105	17 december 1988	107	17 December 1988	108	17.12.1988	41	17 December 1988	52	17 December 1988
NY01075831_lg.jpg	104	Dec. 5, 1994	105	5 december 1994	107	5 December 1994	116	5 December 1994	41	5 December 1994	52	5 December 1994
NY01075837_lg.jpg	104	Dec. 1, 1988	105	1 december 1988	107	1 December 1988	112	12/1/1988	41	1 December 1988	52	1 December 1988
NY_00020326.jpg	104	Oct. 28, 1994	104	Dec. 28, 1994	105	28 oct 1994	107	28 October 1994	41	28 Oct 1994	52	28 Oct 1994
NY_00040685.jpg	104	Nov. 4, 1994	105	november 4, 1994	107	November 4. 1944	112	11/4/1994	41	November 4, 1994	52	November 4, 1994
NY_00040919.jpg	104	Aug. 24, 1992	105	August 24, 1992	107	August 24, 1992	110	August 24, 1992	41	August 24, 1992	52	August 24, 1992
NY_00198945.jpg	104	Sept. 1913	105	Sept 1913	107	September 1913	108	SEPT 1913	41	Sept., 1913	52	Sept., 1913
NY_00198993.jpg	104	March 12, 1931	105	12 March 1931	107	March 12, 1931	111	March 12, 1931	41	March 12, 1931	52	March 12, 1931
NY_00413475.jpg	101	10/15/1980	104	Oct. 15, 1980	105	october 15 1980	107	October 15, 1980	41	October 15, 1980	52	October 15, 1980
NY_00413589.jpg	102	10 March 1993	103	10 March 1993	104	March 10, 1993	105	10 march 1993	41	10 March 1993	52	10 March 1993
NY_00499439.jpg	103	31 August 1905	105	Aug31-sept 20 1905	107	August 31- September 20, 1905	110	Aug. 31-Sept. 20, 1905	41	Aug.31-Sept.20, 1905	52	Aug. 31-Sept. 20, 1905
NY_00617450.jpg	105	sept 2 1946	107	September 2, 1946	108	SEPT 2, 1946	112	9/2/1946	41	Sept. 2, 1946	52	Sept. 2, 1946
NY_00641566.jpg	104	Feb. 10, 1983	105	10 february 1983	107	10 February 1983	113	10 February 1983	41	10 February 1983	52	10 February 1983
NY_00754868.jpg	104	May 16, 200	105	16 may 2000	105	16 may 2000	107	16 May 2000	41	16 May 2000	52	16 May 2000
NY_00754872.jpg	105	10/3/79	107	10/3/79	108	10/3/1979	110	10/3/79	41	10/3/79	52	10/3/79
NY_00819601.jpg	104	March 13, 1913	105	13 march 1913	107	March 13, 1913	118	13-III-1913	41	March 13, 1913	52	March 13, 1913
NY_01334326.jpg	104	Aug. 24, 1904	105	Aug 24 1904	107	August 24 1904	117	Aug, 24 1904	41	Aug. 24 1904	52	Aug. 24 1904
NY_01334334.jpg	104	July 11, 1985	105	11 julio 1985	107	11 July 1985			41	11 julio, 1985	52	11 julio, 1985
NY_01334374.jpg	104	Jan. 12, 1962	105	12 January 1962	107	12 January 1962	108	12 JANUARY 1962	41	12 January 1962	52	12 January 1962
NY_01334391.jpg	104	May 20, 1955	105	may 20 1955	106	May 20 1955	108	MAY 20, 1955	41	May 20, 1955	52	May 20, 1955
NY_01334433.jpg	104	1860	107	1860	110	1860	115	1860	41	30 Jul 1996	52	1860
NY_01334438.jpg	105	23 Ene 1985	107	23 January 1985	110	30 July 1996	117	23 Ene, 1985	41	23 Ene, 1985	52	23 Ene, 1985
NY_01334464.jpg	103	February 1896	107	February 1896	110	Feb 1896	117	Feb. , 1896	41	Feb., 1896	52	Feb. , 1896
NY_01334493.jpg	104	Jan. 20, 1975	105	20 enero 1975	107	20 January 1975	110	20 Enero 1975	41	20 enero 1975	52	20 enero 1975
NY_01334508.jpg	102	April 20, 1964	104	April 30, 1964	105	April 30, 1964	107	April 30, 1964	41	April 30, 1964	52	April 30, 1964
NY_01497987.jpg	104	Oct. 1934	105	oct 1934	106	Oct 1934	107	October 1934	41	Oct., 1934	52	Oct.,. 1934
NY_01498039.jpg	104	May 7, 1938	107	7 May 1938	108	7TH MAY 1938	110	7th May 1938	41	7th. May. 1938.	52	7th. May. 1938
NY_01498043.jpg	104	Aug. 31-Sept. 20, 1905	105	aug 31- sept 20, 1905	106	Aug 31-Sept 20 1905	107	August 31- September 20, 1905	41	Aug. 31-Sept. 20, 1905	52	Aug. 31-Sept.20, 1905
NY_01498065.jpg	104	Dec. 8, 1976	105	8 December 1976	107	December 8. 1976	110	8 December 1976	41	December 8, 1976	52	December 8, 1976
NY_01498090.jpg	102	June 7, 1979	104	June 7, 1979	105	june 7 1979	107	June 7, 1979	41	June 7, 1979	52	June 7, 1979
NY_01498103.jpg	103	8 March 1916	104	March 8, 1916	105	march 8 1916	107	March 8, 1916	41	March 8, 1916	52	March 8, 1916
NY_01498113.jpg	104	1860-1864	105	27 March 1885	107	27 March 1885	117	27.III.1885	41	1860-1864	52	1860-1864
NY_01498139.jpg	104		105	1899	107	1899	110		41		52	1899
NY_01498155.jpg	102	12/68	104	Marach 1890	105	March, 1890	107	March 1890	41	March, 1890	52	March, 1890
NY_01498166.jpg	103	24 June 1991	104	June 24, 1991	105	24 June 1991	107	24 June 1991	41	24 June 1991	52	24 June 1991
NY_01498191.jpg	104	June 6, 1977	105	June 6, 1977	107	June 6, 1977	110	June 6 1977	41	June 6, 1977	52	June 6, 1977
TENN-L-0000013_lg.jpg	104	July 18, 1969	105	july 18, 1969	107	July 18 1969	109	July 18, 1969	41	July 18, 1969	52	July 18, 1969
TENN-L-0000019_lg.jpg	104	Aug. 8, 1954	107	8 August 1954	110	8 Aug 1954	113	8 Aug 1954	41	8 Aug 1954	52	8 Aug 1954
TENN-L-0000028_lg.jpg	104	Auf. 1, 1957	105	Aug 1, 1957	107	August 1, 1957	110	Aug 1 1957	41	Aug. 1, 1957	52	Aug. 1, 1957
TENN-L-0000035_lg.jpg	101	10/30/1965	104	Oct. 30, 1965	105	oct 30 1965	107	October 30, 1965	41	Oct. 30, 1965	52	Oct. 30, 1965
TENN-L-0000047_lg.jpg	102	24 July 1967	104	July 24, 1967	105	24 july 1967	107	24 July 1967	41	24 July 1967	52	24 July 1967
TENN-L-0000057_lg.jpg	104	Sept. 19, 1941	105	September 19 1941	107	September 19, 1941	110	September 19 1941	41	September 19, 1941	52	September 19, 1941
TENN-L-0000058_lg.jpg	101	1871	104	1871	104	1871	105	1871	41	1871	52	1871
TENN-L-0000061_lg.jpg	104	1959	104		105	1959	108	1959	41	1959	52	1959
TENN-L-0000063_lg.jpg	105		107		110		117		41		52	
TENN-L-0000072_lg.jpg	104	Sept. 20, 1935	105	sept 20 1935	107	September 20 1935	111	September 20, 1935	41	Sept. 20, 1935	52	Sept. 20, 1935
TENN-L-0000084_lg.jpg	104	April 13, 1963	105	13 april 1963	106	13 April 1963	107	13 April 1963	41	13 April 1963	52	13 April 1963
TENN-L-0000089_lg.jpg	104	July 25, 1936	105	july 25, 1936	107	July 25, 1936	113	July 25, 1936	41	July 25, 1936	52	July 25, 1936
WIS-L-0011734_lg.jpg	104	July 1982	105	july 1982	107	July 1982	108	JULY 1982	41	July 1982	52	July 1982
WIS-L-0012025_lg.jpg	102	22 Jul 1988	104	July 22, 1988	105	22 jul 1988	107	22 July 1988	41	22 Jul 1988	52	22 Jul 1988
WIS-L-0012041_lg.jpg	101	07/19/2003	104	July 19, 2003	105	19 july 2003	107	19 July 2003	41	19 July 2003	52	November 2003
WIS-L-0012052_lg.jpg	103	19 July 2003	104	July 19, 2003	105	19 July 2003	107	19 July 2003	41	19 July 2003	52	19 July 2003
WIS-L-0012056_lg.jpg	101	07/19/2003	104	July 19, 2003	105	19 july 2003	107	19 July 2003	41	19 July 2003	52	19 July 2003
WIS-L-0012062_lg.jpg	104	Oct. 1981	105	october 1981	107	October 1981	117	October 1981	41	October 1981	52	October 1981
WIS-L-0012070_lg.jpg	101	07/14/1995	103	14 July 1995	104	July 14, 1995	105	14 July 1995	41	14 July 1995	52	14 July 1995
WIS-L-0012071_lg.jpg	104	July 26, 1989	105	26 july 1989	107	26 July 1989	112	7/26/1989	41	26 July 1989	52	26 July 1989
WIS-L-0012077_lg.jpg	104	Aug. 1987	105	August 1987	107	August 1987	110	August 1987	41	August, 1987	80	August, 1987
