SF_3306283.txt	R. & J. Daubenmire	R. & J. Daubermire	R. & J. Daubenmire
SF_3306286.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306290.txt	M. I. Cousens	M.I Cousens	M.I. Cousens
SF_3306297.txt	R. Daubenmire, G. Daubenmire	R. and G. Daubeirnie	R. & G. Daubenmire
SF_3306307.txt			
SF_3306327.txt	James R. Burkhalter	James R. Burkhalter 	James R. Burkhalter
SF_3306335.txt	R.K. Godfrey	R. K. Godfrey	R.K. Godfrey
SF_3306336.txt	Hampton A. Yates	Hampton A. Yates	Hampton A. Yates
SF_3306350.txt	Frank R. Hedges	Frank R. Hedges	Frank R. Hedges
SF_3306385.txt	T.M. Bustos	T. M. Bustos	T. M. Bustos 
SF_3306392.txt	Frank R. Hedges	Frank R. Hedges	Frank R. Hedges
SF_3306417.txt	James R. Burkhalter 	James R. Burkhalter	James R. Burkhalter
SF_3306418.txt	James R. Burkhalter 	James R. Burkhalter	James R. Burkhalter
SF_3306450.txt	Donald H. Ray, Benrick L. Abad	Donald H. Ray, Benrick L. Abad	Donald H. Ray & Benrick L. Abad
SF_3306455.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter 
SF_3306461.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306478.txt	James Sheehan	james Sheehan	James Sheehan
SF_3306488.txt	Elizabeth Langston.	Elizabeth Langston	Elizabeth Langston
SF_3306492.txt	Frank R. Hedges	Frank R. Hedges	Frank R. Hedges
SF_3306541.txt	James R. Burkhalter.	James R. Burkhalter	James R. Burkhalter
SF_3306544.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306575.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306577.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306578.txt	James R. Burkhalter, R.L. Leonard	James R. Burkhalter with R. L. Leonard	James R. Burkhalter with R. L. Leonard
SF_3306581.txt	Donald H. Ray.	Donal H. Ray	
SF_3306583.txt	James R. Burkhalter, R. L. Leonard	James R. Burkhalter with R. L. Leonard	James R. Burkhalter with R. L. Leonard
SF_3306584.txt	R.L. Leonard	R. L. Leonard	R.L.Leonard
SF_3306594.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306619.txt	Michael Aymond	Michael Aymond	Michael Aymond
SF_3306636.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306642.txt	J. R. Burkhalter with S. B. Lacina	J.R. Burkhalter, S.B. Lacina	James R. Burkhalter with S. B. Lacina
SF_3306651.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306685.txt	James R. Burkhalter	James R. Burkhalter	
SF_3306686.txt	E. M. Strangeland & K. J. Davis	E. M. Stangeland and K. J. Davis	E.M. Stangeland, K.J. Davis
SF_3306719.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306822.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306871.txt	Pat Davis	Pat Davis	Pat Davis
SF_3306896.txt	R. K. Godfrey	R. K. Godfrey	R. K. Godfrey
SF_3306916.txt	James R. Burkhalter	James R. Burkhalter	James R Burkhalter
SF_3306931.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306940.txt	R.K. Godfrey	R. K. Godfrey	R.K. Godfrey
SF_3306962.txt	F. J. Futera	F. J. Butera	F.J. Butera
SF_3306963.txt	F.J. Butera	F. J. Butera, J. R. Burkhalter	F.J. Butera
SF_3306966.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306978.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306981.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3306983.txt	James R. Burkhalter	James R. Burkhalter	James R Burkhalter
SF_3307016.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307144.txt	R. K. Godfrey	R.K. Godfrey	R.K. Godfrey
SF_3307150.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307165.txt	James R. Burkhalter	James R. Burkhalter	James R Burkhalter
SF_3307172.txt	Mark Scheller/ Deborah A Grimm  Determiner: Deborah A Grimm	Mark Scheller / D. Grimm	Mark Scheller, D. Grimm
SF_3307207.txt	R. K. Godfrey	R.K. Godfrey	R.K. Godfrey
SF_3307210.txt	Bruce & JoAnn Hansen	JoAnn and Bruce Hansen	Bruce Hansen, JoAnn Hansen
SF_3307228.txt	R. & J. Daubenmire	R. Daubenmire, J. Daubenmire	R. & J. Daubenmire
SF_3307242.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307253.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307258.txt	R. Daubenmire, J. Daubenmire	R. & J. Daubernmire	R. & J. Daubenmire
SF_3307274.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307300.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307393.txt	James R. Burkhalter with J. F. Jordan	James R. Burkhalter with J. F. Jordan	James R. Burkhalter, J.F. Jordan
SF_3307438.txt	J.R. Burkhalter with J.P. Dyehouse	J. R. Burkhalter with J. P. Dyehouse	J. R. Burkhalter, J. P. Dyehouse
SF_3307454.txt	James R. Burkhalter	James R. Burkalter	Burkhalter
SF_3307467.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307499.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307515.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307516.txt	James R Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307522.txt	W. Scott Stanley	W. Scott Stanley	W. Scott Stanley
SF_3307527.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307606.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307623.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307721.txt	R. K. Godfrey	R. K. Godfrey	R.K. Godfrey
SF_3307751.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307769.txt	R. K. Godfrey	R. K. Godfrey	R. K. Godfrey
SF_3307782.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307816.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307834.txt	R. K. Godfrey	R.K. Godfrey	
SF_3307836.txt	R. K. Godfrey	R.K. Godfrey	R. K. Godfrey
SF_3307857.txt	Salbiah Ismail	Salbiah Ismail	Salbiah Ismail
SF_3307879.txt		Benrick L. Abad	Benrick L. Abad
SF_3307890.txt	Donald R. Hay and Shelly Alexander	Donald H. Ray & Shelley Alexander	Donald H. Ray and Shelley Alexander
SF_3307934.txt	R.K. Godfrey	R. K. Godfrey 	R.K. Godfrey
SF_3307943.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
SF_3307950.txt	Benrick L. Abad, Donald H. Ray	Benrick L. Abad, Donald H. Ray	Benrick L. Abad & Donald H. Ray
SF_3307967.txt	A. Gholson Jr.	A Gholson, Jr.	A. Gholson, Jr. 
SF_3308036.txt	J. Richard Abbott, with Brenda herring	J. Richard	J. Richard Abbott With Brenda Herring
SF_3308047.txt	R.K. Godfrey with Wilson Baker	R. K. Godfrey	R.K. Godfrey, Wilson Baker
SF_3308062.txt	R. K. Godfrey	R.K. Godfrey	R. K. Godfrey
