FE_13769784.txt	Richard S. Mitchell	Richard S. Mitchell	Richard S. Mitchell
FE_13769839.txt	Cecil R. Slaughter	Cecil R. Slaughter	Cecil R. Slaughter
FE_13769876.txt	Warner H. Wagner Jr. 		R.K. Godfrey
FE_13769880.txt	Not shown		
FE_13769882.txt	Warren H. Wagner, Jr	Godfrey	Warren H. Wagner, Jr.
FE_13769959.txt	Robert F. Doren	Robert F. Doren	Robert F. Doren
FE_13770197.txt	H. S. Conard	h.s. conard	C E Nauman
FE_13770214.txt	Loran C. Anderson	Loran C. Anderson 	Loran C. Anderson
FE_13770259.txt	S. W. Leanord		S. W. Leonard
FE_13770278.txt	O. Lakela	C E Nauman	O. Lakela
FE_13770281.txt	Loran C Anderson	Loran C. Anderson 	C.E. Nauman
FE_13770351.txt	John T. Mickel		John T mickel
FE_13770443.txt	Alice F	Alice F., Rolla M. Tryon	
FE_13770523.txt	JoAnn Falls	JoAnn Falls	JoAnn Falls
FE_13770526.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter 
FE_13770565.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
FE_13770611.txt	Jeanne Place	Jeanne Place	Jeanne Place
FE_13770629.txt			
FE_13770649.txt			L. Oppressum [?]
FE_13770680.txt	E. M. Stangeland, K. J. Davis	E. M. Strangeland, J. K. Davis	E. M Stangeland & K. J Davis
FE_13770716.txt		M. I. Cousens	M.I. Cousens
FE_13770721.txt	Amelie Blyth	Amelie Blyth	Amelie Blyth 
FE_13770736.txt	Ed & Lisa Keppner	Ed & Lisa Keppner	Ed Keppner, Lisa Keppner
FE_13770838.txt	J. R. Burkhalter with R. L. Leonard	J.R. Burkhalter with R.L. Leonard	J.R. Burkhalter with R.L. Leonard
FE_13770860.txt	John E. Allen	John E. Allen	John E. Allen
FE_13770989.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter 
FE_13771016.txt	James R. burkhalter	James R. Burkhalter	Robert K. Hood, Jr. 
FE_13771110.txt	F. H. Booker	F. H. Booker	F. H. Booker
FE_13771298.txt	James R. Burkhead 		James R. Burkhalter 
FE_13771314.txt	J. R. Burkhalter and J. F. Jordan 	J. R. Burkhalter with J. F. Jordan	J. R. Burkhalter, J. F. Jordan
