CF_15382765.txt	R. K. Godfrey	R. K. Godfrey	R. K. Godfrey
CF_15382780.txt	R. K. Godfrey	R. K. Godfrey	R. K. Godfrey
CF_15382906.txt	R. K. Godfrey	R. K. Godfrey	R. K. Godfrey
CF_15383001.txt	David Hanf	David Hanf	David Hanf
CF_15383225.txt	A.G. Shuey	A.G. Shuey	A. G. Shuey
CF_15383317.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383321.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383349.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383424.txt	Charles C. Taylor	Charles C. Taylor	Charles C. Taylor
CF_15383463.txt	David Lee Hanon	David Lee Hanon	David Lee Hanon
CF_15383526.txt	James E. Poppleton	James E. Poppleton	James E. Poppleton.  
CF_15383609.txt	June Becker and Deborah Howd	June Becker, Deborah Howd	june becker and deborah howd
CF_15383652.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383670.txt	K. Craddock Burks	K. Craddock Burks	K. Craddock Burks
CF_15383702.txt	Robert K. Godfrey, Angus Gholson, Wilson Baker	Robert K. Godfrey, Angus Gholson, Wilson Baker	Robert K. Godfrey with Angus Gholson & Wilson Baker
CF_15383722.txt	A. F. Clewell	A. F. Clewell	Clewell, A. F.
CF_15383779.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383782.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
CF_15383823.txt	Heins, Schadow	Heins, Schadow	Heins, Schadow
CF_15383869.txt	Debbie Chapman	Debbie Chapman	Debbie Chapman
CF_15383919.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15383953.txt	James R. Burkhalter, Oliver Freeman	James R. Burkhalter and Oliver Freeman	James R. Burkhalter and Oliver Freeman
CF_15384065.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15384074.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
CF_15384146.txt	Janet S. Bunch	Janet S. Bunch	Janet S. Bunch
CF_15384178.txt	Weber, Hawkins	Weber 7 Hawkins	Weber, Hawkins
CF_15384181.txt	Weber, Hawkins	Weber, Hawkins	Weber & Hawkins
CF_15384205.txt	Hugh O'Neill	Hugh O'Neill	Hugh O'Neill
CF_15384307.txt	G.F. Weber	G. F. Weber	G. F. Weber
CF_15384411.txt	Watson, Murrill	Watson & Murrill	Watson, Murrill
CF_15384462.txt	A. N. Tissot, E. West	A. N. Tissot, & E. West	A.N. Tissot and E. West
CF_15384498.txt	Erdman West	Erdman West	Erdman West
CF_15384499.txt	Erdman West	Erdman West	Erdman West
CF_15384579.txt	George R. Cooley	George R. Co[?]	George R. Coorey
CF_15384589.txt	E. S. Ford	E. S. Ford	E. E. Ford
CF_15384603.txt	A. P. Garber, M.D.	A. P. Garber, M.D>	A. P. Garber
CF_15384636.txt	Wm. G. Atwater	Wm. G. Atwater	Wm. G. Atwater
CF_15384725.txt	D. B. & S. S. Ward	D. B. & S. S. Ward	D. B. & S. S. Ward
