C_15214752.txt	Menzel and Wilson	Menzel, Wilson	Menzel, Wilson
C_15214806.txt		Not shown	
C_15214867.txt	Menzel and Wilson	Menzel, Wilson	Menzel, Wilson
C_15214874.txt	M. Y. Menzel and F. D. Wilson	M.Y. Menzel, F.D. Wilson	M. Y. Menzle and F. D. Wilson
C_15214885.txt	M. Y. Manzel & D. W. Martin	M. Y. Menzel and D. W. Martin	M.Y. Menzel, D.W. Martin
C_15215302.txt	Menzel and Wilson	Menzel and Wilson	Menzel, Wilson
C_15215573.txt	M. Y. Menzel and F. D. Wilson	M.Y. Menzel, F.D. Wilson	M.Y. Menzel, F.D. Wilson
C_15215618.txt	M. Y. Menzel and D. W. Martin	M. Y. Menzel & D. W. Martin	M.Y. Menzel, D.W. Martin
C_15216024.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
C_15216288.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
C_15216363.txt	Rogers G. Mills, Jr.	Rogers G. Mills Jr.	Rogers G. Mills, Jr.
