p d hurd	3
e e gilbert c d macneil	1
r e coville	1
j w macswain	1
roland thaxter	1
william r buck	2
richard c harris	1
c wright	2
a j sharp	1
walter kiener	1
barbara moore	1
stephen sandra talbot	1
l geiser	1
