FE_13769707.txt,5.6743621826171875e-05
FE_13769748.txt,4.38690185546875e-05
FE_13769775.txt,0.00010347366333007812
FE_13769816.txt,4.744529724121094e-05
FE_13769836.txt,5.888938903808594e-05
FE_13769847.txt,5.125999450683594e-05
FE_13769860.txt,4.363059997558594e-05
FE_13769885.txt,5.030632019042969e-05
FE_13769907.txt,4.434585571289063e-05
FE_13769970.txt,4.1961669921875e-05
FE_13769974.txt,5.817413330078125e-05
FE_13770019.txt,4.553794860839844e-05
FE_13770064.txt,0.00039005279541015625
FE_13770128.txt,9.369850158691406e-05
FE_13770161.txt,6.270408630371094e-05
FE_13770231.txt,4.363059997558594e-05
FE_13770271.txt,5.054473876953125e-05
FE_13770347.txt,9.03606414794922e-05
FE_13770355.txt,4.553794860839844e-05
FE_13770406.txt,7.271766662597656e-05
FE_13770568.txt,6.103515625e-05
FE_13770652.txt,8.988380432128906e-05
FE_13770763.txt,4.839897155761719e-05
FE_13770815.txt,3.767013549804688e-05
FE_13770919.txt,3.981590270996094e-05
FE_13770963.txt,4.76837158203125e-05
FE_13771061.txt,6.866455078125e-05
FE_13771347.txt,4.172325134277344e-05
FE_13771349.txt,0.00016736984252929688
FE_13771405.txt,4.792213439941406e-05
