FE_13769725.txt	S. W. Leaonard	S.W. Leonard	S. W. Leonard
FE_13769733.txt	Tina R. Kesler	Tina R. Kesler	Tina R. Kesler
FE_13769746.txt	william d reese	William D. Reese	
FE_13769753.txt	R.A. Pursell	R. A. Pursell	R. A. Pursell
FE_13769769.txt	Edward P. St. John 	Edward P. St. John	Edward P. St. John
FE_13769779.txt	S. W. Leonard	S.W. Leonard	Walter S. Judd
FE_13769791.txt	Gil Nelson and C.S. Sid Taylor 	Gil Nelson & C.S. "Sid" Taylor	Gil Nelson
FE_13769807.txt	K. Craddock Burks	K. Craddock Burks	K. Craddock Burks
FE_13769809.txt	R. Kral	R, Kral, and J. P. Gillespie	R. kral and J. P. Gillespie
FE_13769811.txt	Richard S. Mitchell	Richard S. Mitchell	Richard S. Mitchell
FE_13769813.txt	R.K. Godfrey, H. Kurz 	J.P. Gillespie	J. P. Gillespie, R. K. Godrey, H. Kurtz
FE_13769835.txt		R. A. Pursell	R.A. Pursell
FE_13769840.txt	Cecil R. Slaughter	Cecil R. Slaughter	Cecil R. Slaughter
FE_13769846.txt	Loran C. Anderson	Loran C. Anderson  	L.C. Richards
FE_13769864.txt	Loran C. Anderson	Loran Anderson	Loran C. Anderson
FE_13769868.txt	Robert L. Lazor	Robert L Lazor	Robert Lazor
FE_13769871.txt	John B. Nelson with R. Wnek, G. Knight	John B. Nelson 	John B. Nelson and R. Wheck G. Knight
FE_13769874.txt	Warren H. Wagner, Jr	R. K. Godfrey	R. K. Godfrey 
FE_13769883.txt	Warren H. Wagner Jr. 	Warren H Wagner  Jr	R. K. Godfrey
FE_13769897.txt	A. Gholson Jr., Wilson Baker	Baker	A. Gholson, Jr., Wilson Baker
FE_13769908.txt	R. K. Godfrey and Richard D. Houk	Richard D Houk 	R. K. Godfrey
FE_13769922.txt	S. W. Leonard	S. W. Leonard	S. W. Leonard
FE_13769993.txt	R.K. Godfrey	R. K. Godfrey	
FE_13769997.txt	James H. Scudder	Walter	James H. Scudder
FE_13770050.txt	P.L. Hedfearn Jr. 	P. L. Redfearn, Jr. & R. Kral	R.L. Redfearn, Jr. & R. Kral
FE_13770074.txt	Richard S. Mitchell	Richard S. Mitchell	Richard S. Mitchell
FE_13770082.txt	Loran C. Anderson	Det. C. E. Nauman	Loran C. Anderson
FE_13770090.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
FE_13770101.txt	D. B. & S. S. Ward	D. B. & S.S. Ward	D.B. and S. S. Ward
FE_13770114.txt	maurice brown	Maurice Broun	Edward P. St. John
FE_13770137.txt		slaughter	Cecil R. Slaughter
FE_13770148.txt	Cech. R. Slaughter, Ph.D.	Slaughter	Cecil R. Slaughter, Ph.D
FE_13770155.txt	Loran C. Anderson	Loran C. Anderson	Loran C. Anderson
FE_13770194.txt	R. St. John, A. Reid Smith	S.W. Leonard	
FE_13770213.txt	Loran C. Anderson	Loran C. Anderson	Loran C Anderson
FE_13770252.txt	John T. Mickel, with Alan R. Smith, E. Laurence Thurston, James H. Peck	John T. Mickel	John T. Mickel with Alan R. Smith, E. Laurence Thurston, James H. Peck
FE_13770267.txt	James H. Scudder	James H. Scudder 	James Scudder
FE_13770303.txt	Carol H. Beck	Carol H. Beck	
FE_13770371.txt	James H. Scudder	scudder	James H. Scudder 
FE_13770402.txt	Grady L. Webster	Grady L. Webster	Grady L Webster
FE_13770432.txt	R. Kral & P. L. Redfearn	R. Kral; P. L. Redfearn	R. Kral and P. L. Redfearn 
FE_13770471.txt	rk godfrey and r kral 	R. K. Godfrey	R. K. Godfrey, R. Kral
FE_13770475.txt	Clyde F. Reed	Sylvia Eveison	Sylvia Ericson
FE_13770519.txt	R. and J. Daubenmire	R. and J. Daubenmire	R. and J. Daubenmire
FE_13770522.txt	Frances H. Booker	Frances H. Booker	Frances H. Booker 
FE_13770545.txt			
FE_13770555.txt	R. & J. Daubenmire	R. and J. Daubenmire	R. & J. Daubenmire
FE_13770571.txt	James R. Burkhalter	James R. Burkhalter	James R. Burkhalter
FE_13770591.txt			
FE_13770595.txt			
FE_13770598.txt	F. Booker	F. Booker 	F. Booker
FE_13770601.txt	M. I. Cousens	Loran Anderson	M.I. Cousens
